"ID","Type","Name","Documentation","Source","Target","Specialization"
"10720","ServingRelationship","","","10696","10850",""
"10734","ServingRelationship","","","10701","10682",""
"10709","ServingRelationship","","","10688","10844",""
"6154","ServingRelationship","","","6140","6450",""
"6550","ServingRelationship","","","6519","6182",""
"6552","ServingRelationship","","","6521","6183",""
"6156","ServingRelationship","","","6138","6140",""
"10723","ServingRelationship","","","10698","10825",""
"6157","ServingRelationship","","","6138","6141",""
"6553","ServingRelationship","","","6522","6184",""
"6166","ServingRelationship","","","6140","6405",""
"10713","ServingRelationship","","","10692","10811",""
"10707","ServingRelationship","","","10690","10842",""
"12918","ServingRelationship","","","10688","12926",""
"6165","ServingRelationship","","","6140","6406",""
"6159","ServingRelationship","","","6141","6519",""
"10704","ServingRelationship","","","10689","10835",""
"10710","ServingRelationship","","","10691","10845",""
"10711","ServingRelationship","","","10692","10810",""
"6158","ServingRelationship","","","6141","6520",""
"6164","ServingRelationship","","","6140","6449",""
"6148","ServingRelationship","","","6140","6452",""
"6160","ServingRelationship","","","6141","6521",""
"10729","ServingRelationship","","","10686","10682",""
"10714","ServingRelationship","","","10693","10670",""
"10728","ServingRelationship","","","10687","10682",""
"6161","ServingRelationship","","","6141","6522",""
"7889","ServingRelationship","","","7376","6187",""
"6163","ServingRelationship","","","6141","6524",""
"10716","ServingRelationship","","","10694","10812",""
"10717","ServingRelationship","","","10695","10670",""
"6162","ServingRelationship","","","6141","6523",""
"7888","ServingRelationship","","","7374","6188",""
"6515","ServingRelationship","","","6457","6177",""
"18270","ServingRelationship","","","17970","18190",""
"9424","ServingRelationship","","","6138","9408",""
"9380","ServingRelationship","","","6141","9367",""
"6514","ServingRelationship","","","6456","6176",""
"6516","ServingRelationship","","","6458","6178",""
"14529","ServingRelationship","","","10686","10828",""
"14528","ServingRelationship","","","10693","14484",""
"18070","ServingRelationship","","","14223","17890",""
"6517","ServingRelationship","","","6450","6179",""
"6513","ServingRelationship","","","6455","6180",""
"6507","ServingRelationship","","","6406","6188",""
"9378","ServingRelationship","","","9222","9368",""
"9422","ServingRelationship","","","6140","9409",""
"19380","ServingRelationship","","","8618","8660",""
"9423","ServingRelationship","","","6141","9410",""
"9379","ServingRelationship","","","6140","9222",""
"6506","ServingRelationship","","","6405","6189",""
"6512","ServingRelationship","","","6451","6172",""
"6510","ServingRelationship","","","6453","6174",""
"18711","ServingRelationship","","","17970","14223",""
"14499","ServingRelationship","","","10692","10821",""
"6511","ServingRelationship","","","6452","6173",""
"19205","ServingRelationship","","","10861","10860",""
"14251","ServingRelationship","","","14248","13806",""
"19166","ServingRelationship","","","14543","10860",""
"9428","ServingRelationship","","","9410","9369",""
"7410","ServingRelationship","","","7423","7421",""
"10862","ServingRelationship","","","10861","10837",""
"14585","ServingRelationship","","","14543","12926",""
"10896","ServingRelationship","","","10858","13806",""
"10894","ServingRelationship","","","10859","13806",""
"10895","ServingRelationship","","","10857","13806",""
"10892","ServingRelationship","","","10860","13806",""
"6201","ServingRelationship","","","6185","6186",""
"10893","ServingRelationship","","","10856","13806",""
"9425","ServingRelationship","","","9409","9368",""
"9427","ServingRelationship","","","9410","9408",""
"9426","ServingRelationship","","","9409","9408",""
"10986","ServingRelationship","","","8659","10861",""
"19196","ServingRelationship","","","10861","10835",""
"10984","ServingRelationship","","","10817","10861",""
"13290","ServingRelationship","Used by","","13262","13291",""
"10562","SpecializationRelationship","","","10474","10480",""
"10563","SpecializationRelationship","","","10475","10480",""
"10567","SpecializationRelationship","","","10477","10482",""
"10566","SpecializationRelationship","","","10478","10482",""
"10564","SpecializationRelationship","","","10476","10481",""
"10565","SpecializationRelationship","","","10479","10482",""
"10489","SpecializationRelationship","","","10473","10481",""
"10488","SpecializationRelationship","","","10471","10480",""
"10483","SpecializationRelationship","","","10472","10482",""
"10486","SpecializationRelationship","","","10469","10480",""
"10487","SpecializationRelationship","","","10470","10480",""
"10485","SpecializationRelationship","","","10472","10480",""
"10484","SpecializationRelationship","","","10472","10481",""
"9632","SpecializationRelationship","","","6182","9369",""
"9633","SpecializationRelationship","","","6181","9369",""
"9634","SpecializationRelationship","","","6183","9369",""
"9635","SpecializationRelationship","","","6184","9369",""
"9637","SpecializationRelationship","","","6186","9369",""
"9636","SpecializationRelationship","","","6185","9369",""
"9453","SpecializationRelationship","","","6176","9368",""
"9452","SpecializationRelationship","","","6180","9368",""
"9450","SpecializationRelationship","","","6174","9368",""
"9451","SpecializationRelationship","","","6175","9368",""
"9455","SpecializationRelationship","","","6178","9368",""
"9454","SpecializationRelationship","","","6177","9368",""
"9448","SpecializationRelationship","","","6172","9368",""
"9449","SpecializationRelationship","","","6173","9368",""
"16155","TriggeringRelationship","","","14439","14440",""
"8510","TriggeringRelationship","","","8506","8507",""
"8509","TriggeringRelationship","","","8505","8506",""
"16158","TriggeringRelationship","","","14440","14441",""
"10949","TriggeringRelationship","","","10815","10817",""
"10975","TriggeringRelationship","","","10846","10839",""
"18078","TriggeringRelationship","","","17890","17939",""
"10988","TriggeringRelationship","","","10850","11009",""
"14250","TriggeringRelationship","","","14148","14248",""
"10963","TriggeringRelationship","","","10828","10829",""
"17942","TriggeringRelationship","","","17940","17691",""
"17943","TriggeringRelationship","","","17939","17892",""
"10962","TriggeringRelationship","","","10825","10828",""
"10967","TriggeringRelationship","","","10830","10826",""
"17944","TriggeringRelationship","","","17939","17915",""
"10965","TriggeringRelationship","","","10827","10830",""
"18121","TriggeringRelationship","","","10842","18120",""
"10964","TriggeringRelationship","","","10829","10827",""
"18230","TriggeringRelationship","","","18190","18191",""
"10917","TriggeringRelationship","","","10841","10837",""
"17923","TriggeringRelationship","","","17893","17890",""
"14580","TriggeringRelationship","","","10827","10821",""
"10916","TriggeringRelationship","","","10838","10841",""
"18231","TriggeringRelationship","","","18191","18192",""
"10900","TriggeringRelationship","","","10843","10835",""
"17921","TriggeringRelationship","","","17691","10842",""
"17920","TriggeringRelationship","","","17915","17940",""
"10939","TriggeringRelationship","","","10849","10850",""
"10911","TriggeringRelationship","","","10842","10845",""
"10910","TriggeringRelationship","","","10844","10842",""
"17919","TriggeringRelationship","","","17892","17940",""
"14579","TriggeringRelationship","","","14540","12927",""
"14584","TriggeringRelationship","","","12930","12931",""
"10912","TriggeringRelationship","","","11006","10835",""
"12933","TriggeringRelationship","","","10843","12926",""
"14577","TriggeringRelationship","","","14541","8660",""
"14576","TriggeringRelationship","","","10811","14540",""
"10909","TriggeringRelationship","","","10835","10844",""
"10934","TriggeringRelationship","","","11008","10812",""
"10897","TriggeringRelationship","","","11005","10833",""
"10918","TriggeringRelationship","","","10839","10840",""
"10924","TriggeringRelationship","","","10818","10812",""
"12934","TriggeringRelationship","","","12926","10835",""
"18228","TriggeringRelationship","","","18120","18189",""
"12936","TriggeringRelationship","","","8659","8660",""
"10932","TriggeringRelationship","","","10816","10815",""
"10926","TriggeringRelationship","","","11007","8659",""
"18229","TriggeringRelationship","","","18189","18190",""
"10982","TriggeringRelationship","","","10817","10814",""
"16471","TriggeringRelationship","","","10821","14540",""
"10954","TriggeringRelationship","","","10811","10810",""
"10940","TriggeringRelationship","","","11010","10847",""
"10980","TriggeringRelationship","","","10837","10846",""
"10953","TriggeringRelationship","","","10812","10811",""
"10993","TriggeringRelationship","","","10821","10822",""
"10992","TriggeringRelationship","","","11009","10819",""
